代碼",公私立,體制,學校名稱,學院名稱,系所代碼,系所名稱,電話,電話分機,傳真,電子郵件,系所網址
0008,公立,一般大學,國立中央大學,管理學院,04111022,會計研究所,03-422-7151,35011,03-426-2977,ncu66800@ncu.edu.tw,https://acc.mgt.ncu.edu.tw/zh-TW
0008,公立,一般大學,國立中央大學,管理學院,04121024,財務金融學系,03-422-7151,66250,03-425-2961,ncu6250@ncu.edu.tw,http://fm.mgt.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,管理學院,04121024,財務金融學系,03-422-7151,66250,03-425-2961,ncu6250@ncu.edu.tw,http://fm.mgt.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,管理學院,04121024,財務金融學系,03-422-7151,66250,03-425-2961,ncu6250@ncu.edu.tw,http://fm.mgt.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,管理學院,04121024,財務金融學系,03-422-7151,66250,03-425-2961,ncu6250@ncu.edu.tw,http://fm.mgt.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,管理學院,04131023,企業管理學系,03-422-7151,66100,03-422-2891,ncu6110@ncu.edu.tw,http://ba.mgt.ncu.edu.tw/index.aspx
0008,公立,一般大學,國立中央大學,管理學院,04131023,企業管理學系,03-422-7151,66100,03-422-2891,ncu6110@ncu.edu.tw,http://ba.mgt.ncu.edu.tw/index.aspx
0008,公立,一般大學,國立中央大學,管理學院,04131023,企業管理學系,03-422-7151,66100,03-422-2891,ncu6110@ncu.edu.tw,http://ba.mgt.ncu.edu.tw/index.aspx
0008,公立,一般大學,國立中央大學,管理學院,04131023,企業管理學系,03-422-7151,66100,03-422-2891,ncu6110@ncu.edu.tw,http://ba.mgt.ncu.edu.tw/index.aspx
0008,公立,一般大學,國立中央大學,管理學院,04131081,國際經營管理碩士學位學程,03-422-7151,66001,無,ncu6001@ncu.edu.tw,https://www.mgt.ncu.edu.tw/zh-TW
0008,公立,一般大學,國立中央大學,管理學院,04199027,人力資源管理研究所,03-422-7151,66750,03-422-7492,hr@ncu.edu.tw,http://hr.mgt.ncu.edu.tw/index
0008,公立,一般大學,國立中央大學,管理學院,04199027,人力資源管理研究所,03-422-7151,66750,03-422-7492,hr@ncu.edu.tw,http://hr.mgt.ncu.edu.tw/index
0008,公立,一般大學,國立中央大學,管理學院,04199027,人力資源管理研究所,03-422-7151,66750,03-422-7492,hr@ncu.edu.tw,http://hr.mgt.ncu.edu.tw/index
0008,公立,一般大學,國立中央大學,管理學院,04199029,管理學院高階主管企管碩士班,03-422-7151,66002,03-422-9223,ncuemba@mgt.ncu.edu.tw,https://emba.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,管理學院,04199029,管理學院碩士在職現役軍人營區專班,03-422-9272,無,無,office@emba.ncu.edu.tw,https://emba.ncu.edu.tw/CentralUniversityEMBA-Military.html
0008,公立,一般大學,國立中央大學,客家學院,04211030,法律與政府研究所,03-422-7151,33417,03-280-6483,lawgov@ncu.edu.tw,http://www.lawgov.ncu.edu.tw/newpage_index.aspx
0008,公立,一般大學,國立中央大學,客家學院,04211030,法律與政府研究所,03-422-7151,33417,03-280-6483,lawgov@ncu.edu.tw,http://www.lawgov.ncu.edu.tw/newpage_index.aspx
0008,公立,一般大學,國立中央大學,生醫理工學院,05121031,生命科學系,03-422-7151,65050,03-422-8482,ncu5050@ncu.edu.tw,https://nculs.in.ncu.edu.tw/index.php/Index/index.html
0008,公立,一般大學,國立中央大學,生醫理工學院,05121031,生命科學系,03-422-7151,65050,03-422-8482,ncu5050@ncu.edu.tw,https://nculs.in.ncu.edu.tw/index.php/Index/index.html
0008,公立,一般大學,國立中央大學,生醫理工學院,05121031,生命科學系,03-422-7151,65050,03-422-8482,ncu5050@ncu.edu.tw,https://nculs.in.ncu.edu.tw/index.php/Index/index.html
0008,公立,一般大學,國立中央大學,太空及遙測研究中心,05211048,遙測科技碩士學位學程,03-422-7151,57600,03-425-5535,service@csrsr.ncu.edu.tw,https://www.csrsr.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,太空及遙測研究中心,05211049,環境科技博士學位學程（台灣聯合大學系統）,03-422-7151,57610,03-425-5535,degree@csrsr.ncu.edu.tw,https://ust-est.csrsr.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,05311035,化學學系,03-422-7151,65901,03-422-7664,ncu5901@ncu.edu.tw,http://www.chem.ncu.edu.tw/main.php
0008,公立,一般大學,國立中央大學,理學院,05311035,化學學系,03-422-7151,65901,03-422-7664,ncu5901@ncu.edu.tw,http://www.chem.ncu.edu.tw/main.php
0008,公立,一般大學,國立中央大學,理學院,05311035,化學學系,03-422-7151,65901,03-422-7664,ncu5901@ncu.edu.tw,http://www.chem.ncu.edu.tw/main.php
0008,公立,一般大學,國立中央大學,地球科學學院,05321036,地球科學學系,03-422-7151,65600,03-422-2044,ncu5600@ncu.edu.tw,https://www.gep.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05321036,地球科學學系,03-422-7151,65600,03-422-2044,ncu5600@ncu.edu.tw,https://www.gep.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05321036,地球科學學系,03-422-7151,65600,03-422-2044,ncu5600@ncu.edu.tw,https://www.gep.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05321037,應用地質研究所,03-422-7151,65850,03-426-3127,ncu5850@ncu.edu.tw,http://www.geo.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05321037,應用地質研究所,03-422-7151,65850,03-426-3127,ncu5850@ncu.edu.tw,http://www.geo.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05321041,地球系統科學國際研究生博士學位學程,03-422-7151,65680,03-427-9026,ncu5680@ncu.edu.tw,http://escollege.ncu.edu.tw/zh_tw/dept101/dept101_0/dept601
0008,公立,一般大學,國立中央大學,地球科學學院,05321078,地球科學學院學士班,03-422-7151,65680,03-427-9026,ncu5680@ncu.edu.tw,http://escollege.ncu.edu.tw/ipess
0008,公立,一般大學,國立中央大學,地球科學學院,05322044,大氣科學學系,03-422-7151,65500,03-425-6841,twangst@atm.ncu.edu.tw,http://www.atm.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05322044,大氣科學學系,03-422-7151,65500,03-425-6841,twangst@atm.ncu.edu.tw,http://www.atm.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05322044,大氣科學學系,03-422-7151,65500,03-425-6841,twangst@atm.ncu.edu.tw,http://www.atm.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05322079,太空科學與工程學系,03-422-7151,65750,無,ncu5750@ncu.edu.tw,http://www.ss.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05322079,太空科學與工程學系,03-422-7151,65750,無,ncu5750@ncu.edu.tw,http://www.ss.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05322079,太空科學與工程學系,03-422-7151,65750,無,ncu5750@ncu.edu.tw,http://www.ss.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,地球科學學院,05323039,水文與海洋科學研究所,03-422-7151,65686,03-422-2894,ncu5686@ncu.edu.tw,http://www.ihs.ncu.edu.tw/main.php
0008,公立,一般大學,國立中央大學,地球科學學院,05323039,水文與海洋科學研究所,03-422-7151,65686,03-422-2894,ncu5686@ncu.edu.tw,http://www.ihs.ncu.edu.tw/main.php
0008,公立,一般大學,國立中央大學,理學院,05331042,物理學系,03-422-7151,65300,03-425-1175,ncu5300@ncu.edu.tw,http://www.phy.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,05331042,物理學系,03-422-7151,65300,03-425-1175,ncu5300@ncu.edu.tw,http://www.phy.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,05331042,物理學系,03-422-7151,65300,03-425-1175,ncu5300@ncu.edu.tw,http://www.phy.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,05332045,天文研究所,03-422-7151,65950,03-426-2304,ncu5950@ncu.edu.tw,http://www.astro.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,05332045,天文研究所,03-422-7151,65950,03-426-2304,ncu5950@ncu.edu.tw,http://www.astro.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,05399050,理學院學士班,03-422-7151,65006,03-280-6317,ncu65002@ncu.edu.tw,http://in.ncu.edu.tw/ncu65002/livine.htm
0008,公立,一般大學,國立中央大學,理學院,05411051,數學系,03-422-7151,65100,03-425-7379,ncu5100@ncu.edu.tw,http://www.math.ncu.edu.tw/math/news/news_select.php
0008,公立,一般大學,國立中央大學,理學院,05411051,數學系,03-422-7151,65100,03-425-7379,ncu5100@ncu.edu.tw,http://www.math.ncu.edu.tw/math/news/news_select.php
0008,公立,一般大學,國立中央大學,理學院,05411051,數學系,03-422-7151,65100,03-425-7379,ncu5100@ncu.edu.tw,http://www.math.ncu.edu.tw/math/news/news_select.php
0008,公立,一般大學,國立中央大學,理學院,05421052,統計研究所,03-422-7151,65450,03-425-8602,ncu65450@cc.ncu.edu.tw,http://www.stat.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,05421052,統計研究所,03-422-7151,65450,03-425-8602,ncu65450@cc.ncu.edu.tw,http://www.stat.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,管理學院,06131053,資訊管理學系,03-422-7151,66500,03-425-4604,ncu6500@ncu.edu.tw,https://im.mgt.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,管理學院,06131053,資訊管理學系,03-422-7151,66500,03-425-4604,ncu6500@ncu.edu.tw,https://im.mgt.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,管理學院,06131053,資訊管理學系,03-422-7151,66500,03-425-4604,ncu6500@ncu.edu.tw,https://im.mgt.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,管理學院,06131053,資訊管理學系,03-422-7151,66500,03-425-4604,ncu6500@ncu.edu.tw,https://im.mgt.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06131059,資訊工程學系,03-422-7151,35200,03-422-2681,ncu4500@ncu.edu.tw,https://www.csie.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06131059,資訊工程學系,03-422-7151,35200,03-422-2681,ncu4500@ncu.edu.tw,https://www.csie.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06131059,資訊工程學系,03-422-7151,35200,03-422-2681,ncu4500@ncu.edu.tw,https://www.csie.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06131059,資訊工程學系,03-422-7151,35200,03-422-2681,ncu4500@ncu.edu.tw,https://www.csie.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06131059,資訊工程學系,03-422-7151,35200,03-422-2681,ncu4500@ncu.edu.tw,https://www.csie.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06131059,資訊工程學系,03-422-7151,35200,03-422-2681,ncu4500@ncu.edu.tw,https://www.csie.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06132002,網路學習科技研究所,03-422-7151,35400,03-426-1931,ncu35400@ncu.edu.tw,http://www.lst.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06132002,網路學習科技研究所,03-422-7151,35400,03-426-1931,ncu35400@ncu.edu.tw,http://www.lst.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06132002,網路學習科技研究所,03-422-7151,35400,03-426-1931,ncu35400@ncu.edu.tw,http://www.lst.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,06133082,人工智慧國際碩士學位學程,03-422-7151,35011,無,ncu35011@ncu.edu.tw,https://igpai.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07111069,化學工程與材料工程學系,03-422-7151,34200,03-425-2296,ncu4200@ncu.edu.tw,http://www.cme.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07111069,化學工程與材料工程學系,03-422-7151,34200,03-425-2296,ncu4200@ncu.edu.tw,http://www.cme.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07111069,化學工程與材料工程學系,03-422-7151,34200,03-425-2296,ncu4200@ncu.edu.tw,http://www.cme.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07111069,化學工程與材料工程學系,03-422-7151,34200,03-425-2296,ncu4200@ncu.edu.tw,http://www.cme.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07112070,材料科學與工程研究所,03-422-7151,34900,03-280-5034,ncu34900@ncu.edu.tw,http://in.ncu.edu.tw/mse/
0008,公立,一般大學,國立中央大學,工學院,07112070,材料科學與工程研究所,03-422-7151,34900,03-280-5034,ncu34900@ncu.edu.tw,http://in.ncu.edu.tw/mse/
0008,公立,一般大學,國立中央大學,工學院,07112070,材料科學與工程研究所,03-422-7151,34900,03-280-5034,ncu34900@ncu.edu.tw,http://in.ncu.edu.tw/mse/
0008,公立,一般大學,國立中央大學,工學院,07121072,環境工程研究所,03-422-7151,34650,03-422-1602,ncu4650@ncu.edu.tw,http://www.ev.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07121072,環境工程研究所,03-422-7151,34650,03-422-1602,ncu4650@ncu.edu.tw,http://www.ev.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07121072,環境工程研究所,03-422-7151,34650,03-422-1602,ncu4650@ncu.edu.tw,http://www.ev.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07132066,能源工程研究所,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/About/ee.php
0008,公立,一般大學,國立中央大學,工學院,07132066,能源工程研究所,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/About/ee.php
0008,公立,一般大學,國立中央大學,資訊電機學院,07141055,電機工程學系,03-422-7151,34567,03-425-5830,eeoffice@ee.ncu.edu.tw,http://www2.ee.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,07141055,電機工程學系,03-422-7151,34567,03-425-5830,eeoffice@ee.ncu.edu.tw,http://www2.ee.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,07141055,電機工程學系,03-422-7151,34567,03-425-5830,eeoffice@ee.ncu.edu.tw,http://www2.ee.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,資訊電機學院,07141055,電機工程學系,03-422-7151,34567,03-425-5830,eeoffice@ee.ncu.edu.tw,http://www2.ee.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,07141056,光電博士學位學程(台灣聯合大學系統),03-422-7151,65251,03-425-2897,ncu5251@ncu.edu.tw,http://www.ieo.nctu.edu.tw/ustigpp/index.html
0008,公立,一般大學,國立中央大學,理學院,07141057,光電科學與工程學系,03-422-7151,65251,03-425-2897,ncu5251@ncu.edu.tw,http://www.dop.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,07141057,光電科學與工程學系,03-422-7151,65251,03-425-2897,ncu5251@ncu.edu.tw,http://www.dop.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,07141057,光電科學與工程學系,03-422-7151,65251,03-425-2897,ncu5251@ncu.edu.tw,http://www.dop.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,07141057,光電科學與工程學系,03-422-7151,65251,03-425-2897,ncu5251@ncu.edu.tw,http://www.dop.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,07141057,光電科學與工程學系,03-422-7151,65251,03-425-2897,ncu5251@ncu.edu.tw,http://www.dop.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,理學院,07141057,光電科學與工程學系光電產業碩士專班,03-422-7151,65251,03-425-2897,ncu5251@ncu.edu.tw,http://www.dop.ncu.edu.tw/ch
0008,公立,一般大學,國立中央大學,資訊電機學院,07141060,通訊工程學系,03-422-7151,35500,03-422-9187,ncu35500@ncu.edu.tw,http://www.ce.ncu.edu.tw/ce/
0008,公立,一般大學,國立中央大學,資訊電機學院,07141060,通訊工程學系,03-422-7151,35500,03-422-9187,ncu35500@ncu.edu.tw,http://www.ce.ncu.edu.tw/ce/
0008,公立,一般大學,國立中央大學,資訊電機學院,07141060,通訊工程學系,03-422-7151,35500,03-422-9187,ncu35500@ncu.edu.tw,http://www.ce.ncu.edu.tw/ce/
0008,公立,一般大學,國立中央大學,資訊電機學院,07141060,通訊工程學系,03-422-7151,35500,03-422-9187,ncu35500@ncu.edu.tw,http://www.ce.ncu.edu.tw/ce/
0008,公立,一般大學,國立中央大學,資訊電機學院,07141077,資訊電機學院學士班,03-422-7151,35007,03-427-3335,ipeecs@ncu.edu.tw,http://www.ipeecs.ncu.edu.tw/ipeecs/zh/
0008,公立,一般大學,國立中央大學,工學院,07151064,機械工程學系,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07151064,機械工程學系,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07151064,機械工程學系,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07151064,機械工程學系,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07151064,機械工程學系,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07151064,機械工程學系,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07151064,機械工程學系,03-426-7300,無,03-425-4501,ncu4300@ncu.edu.tw,http://www.me.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,管理學院,07191026,工業管理研究所,03-422-7151,66651,03-425-8197,ncu6651@ncu.edu.tw,http://ia.mgt.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,管理學院,07191026,工業管理研究所,03-422-7151,66651,03-425-8197,ncu6651@ncu.edu.tw,http://ia.mgt.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,管理學院,07191026,工業管理研究所,03-422-7151,66651,03-425-8197,ncu6651@ncu.edu.tw,http://ia.mgt.ncu.edu.tw/index/main.php
0008,公立,一般大學,國立中央大學,生醫理工學院,07193074,生醫科學與工程學系,03-425-6534,27700,03-425-4214,ncu27700@ncu.edu.tw,http://chst.ncu.edu.tw/?page_id=179
0008,公立,一般大學,國立中央大學,生醫理工學院,07193074,生醫科學與工程學系,03-425-6534,27700,03-425-4214,ncu27700@ncu.edu.tw,http://chst.ncu.edu.tw/?page_id=179
0008,公立,一般大學,國立中央大學,生醫理工學院,07193074,生醫科學與工程學系,03-425-6534,27700,03-425-4214,ncu27700@ncu.edu.tw,http://chst.ncu.edu.tw/?page_id=179
0008,公立,一般大學,國立中央大學,生醫理工學院,07193074,生醫科學與工程學系,03-425-6534,27700,03-425-4214,ncu27700@ncu.edu.tw,http://chst.ncu.edu.tw/?page_id=179
0008,公立,一般大學,國立中央大學,生醫理工學院,07193074,生醫科學與工程學系,03-425-6534,27700,03-425-4214,ncu27700@ncu.edu.tw,http://chst.ncu.edu.tw/?page_id=179
0008,公立,一般大學,國立中央大學,生醫理工學院,07193074,生醫科學與工程學系,03-425-6534,27700,03-425-4214,ncu27700@ncu.edu.tw,http://chst.ncu.edu.tw/?page_id=179
0008,公立,一般大學,國立中央大學,生醫理工學院,07193074,生醫科學與工程學系,03-425-6534,27700,03-425-4214,ncu27700@ncu.edu.tw,http://chst.ncu.edu.tw/?page_id=179
0008,公立,一般大學,國立中央大學,工學院,07194076,工學院學士班,03-422-7151,34008,03-422-6315,ncu34008@ncu.edu.tw,http://ipe.ec.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07321067,土木工程學系,03-422-7151,34070,03-425-2960,ncu4100@cc.ncu.edu.tw,http://www.cv.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07321067,土木工程學系,03-422-7151,34070,03-425-2960,ncu4100@cc.ncu.edu.tw,http://www.cv.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07321067,土木工程學系,03-422-7151,34070,03-425-2960,ncu4100@cc.ncu.edu.tw,http://www.cv.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07321067,土木工程學系,03-422-7151,34070,03-425-2960,ncu4100@cc.ncu.edu.tw,http://www.cv.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07321067,土木工程學系,03-422-7151,34070,03-425-2960,ncu4100@cc.ncu.edu.tw,http://www.cv.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07321067,土木工程學系,03-422-7151,34070,03-425-2960,ncu4100@cc.ncu.edu.tw,http://www.cv.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,工學院,07321067,土木工程學系,03-422-7151,34070,03-425-2960,ncu4100@cc.ncu.edu.tw,http://www.cv.ncu.edu.tw/
0008,公立,一般大學,國立中央大學,不分院,99999999,分子科學與技術國際研究生博士學位學程,03-422-7151,無,無,tigp@gate.sinica.edu.tw,https://tigp.sinica.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,01111001,教育研究所,07-525-2000,5882,07-525-5892,ioezaa@mail.nsysu.edu.tw,https://education.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,01111001,教育研究所,07-525-2000,5882,07-525-5892,ioezaa@mail.nsysu.edu.tw,https://education.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,01111001,教育研究所,07-525-2000,5882,07-525-5892,ioezaa@mail.nsysu.edu.tw,https://education.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,01111072,教育與人類發展研究全英語博士學位學程,07-525-2000,5599,07-525-5892,igpehd@g-mail.nsysu.edu.tw,https://gpehd.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,01111072,教育與人類發展研究全英語碩士學位學程,07-525-2000,5599,07-525-5892,igpehd@g-mail.nsysu.edu.tw,https://gpehd.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02151002,音樂學系,07-525-2000,3331,07-525-3333,musi@mail.nsysu.edu.tw,http://music.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02151002,音樂學系,07-525-2000,3331,07-525-3333,musi@mail.nsysu.edu.tw,http://music.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02152003,劇場藝術學系,07-525-2000,3401,07-525-3399,tartaa@mail.nsysu.edu.tw,http://ta.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02152003,劇場藝術學系,07-525-2000,3401,07-525-3399,tartaa@mail.nsysu.edu.tw,http://ta.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02192078,藝術管理與創業研究所,07-525-2000,3381,無,c7689@mail.nsysu.edu.tw,https://artsmanagement.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02231008,哲學研究所,07-525-2000,3221,07-525-3229,philo@mail.nsysu.edu.tw,https://phen.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02231008,哲學研究所,07-525-2000,3221,07-525-3229,philo@mail.nsysu.edu.tw,https://phen.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02311006,外國語文學系,07-525-2000,3133,07-525-3200,forzaa@mail.nsysu.edu.tw,http://www.zephyr.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02311006,外國語文學系,07-525-2000,3133,07-525-3200,forzaa@mail.nsysu.edu.tw,http://www.zephyr.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02311006,外國語文學系,07-525-2000,3133,07-525-3200,forzaa@mail.nsysu.edu.tw,http://www.zephyr.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02322005,中國文學系,07-525-2000,3050,07-525-3069,chnzaa@mail.nsysu.edu.tw,http://www.chinese.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02322005,中國文學系,07-525-2000,3050,07-525-3069,chnzaa@mail.nsysu.edu.tw,http://www.chinese.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,文學院,02322005,中國文學系,07-525-2000,3050,07-525-3069,chnzaa@mail.nsysu.edu.tw,http://www.chinese.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03111009,經濟學研究所,07-525-2000,5611,07-525-5611,econaa@mail.nsysu.edu.tw,https://econ.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03111009,經濟學研究所,07-525-2000,5611,07-525-5611,econaa@mail.nsysu.edu.tw,https://econ.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03121011,政治學研究所,07-525-2000,5551,07-525-5540,poliaa@mail.nsysu.edu.tw,https://ips.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03121011,政治學研究所,07-525-2000,5551,07-525-5540,poliaa@mail.nsysu.edu.tw,https://ips.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03121011,政治學研究所,07-525-2000,5551,07-525-5540,poliaa@mail.nsysu.edu.tw,https://ips.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03122019,亞太事務英語碩士學位學程,07-525-2000,5531,07-525-5530,imapaa@mail.nsysu.edu.tw,https://imapa.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,海洋科學學院,03122027,海洋事務研究所,07-525-2000,5301,07-525-6205,mrisaa@mail.nsysu.edu.tw,https://gima.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03141013,社會學系,07-525-2000,5651,07-525-7065,giosaa@mail.nsysu.edu.tw,https://twsouthernsoc.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03141013,社會學系,07-525-2000,5651,07-525-7065,giosaa@mail.nsysu.edu.tw,https://twsouthernsoc.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03141013,社會學系,07-525-2000,5651,07-525-7065,giosaa@mail.nsysu.edu.tw,https://twsouthernsoc.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03143016,中國與亞太區域研究所,07-525-2000,5571,07-525-5571,icapaa@mail.nsysu.edu.tw,https://icaps.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03143016,中國與亞太區域研究所,07-525-2000,5571,07-525-5571,icapaa@mail.nsysu.edu.tw,https://icaps.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,社會科學院,03143016,中國與亞太區域研究所,07-525-2000,5571,07-525-5571,icapaa@mail.nsysu.edu.tw,https://icaps.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,管理學院,04121024,財務管理學系,07-525-2000,4801,07-525-4899,fmzzaa@mail.nsysu.edu.tw,https://finance.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,管理學院,04121024,財務管理學系,07-525-2000,4801,07-525-4899,fmzzaa@mail.nsysu.edu.tw,https://finance.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,管理學院,04121024,財務管理學系,07-525-2000,4801,07-525-4899,fmzzaa@mail.nsysu.edu.tw,https://finance.nsysu.edu.tw/
0009,公立,一般大學,國立中山大學,管理學院,04121024,財務管理學系,07-525-2000,4801,07-525-4899,fmzzaa@mail.nsysu.edu.tw,https://finance.nsysu.edu.tw/
